strategy,student_type,episode_id,step,phase,active_skill,polynomial_mastery,integer_mastery,fraction_mastery,is_correct,was_remediation,was_unnecessary_remediation
AB2_RuleBased,Average,555,11,remediation,integer_order,0.423918,0.822035,0.822035,1,1,0
AB2_RuleBased,Average,555,12,remediation,integer_order,0.439632,0.834627,0.834627,1,1,0
AB2_RuleBased,Average,555,13,mainline,poly_combine,0.502287,0.847254,0.847254,1,0,0
AB2_RuleBased,Average,555,14,mainline,poly_expand,0.556157,0.848454,0.848454,1,0,0
AB2_RuleBased,Average,555,15,mainline,poly_division,0.610685,0.849545,0.849545,1,0,0
AB2_RuleBased,Average,555,16,mainline,poly_combine,0.653249,0.8608,0.8608,1,0,0
AB2_RuleBased,Average,555,17,mainline,poly_expand,0.689945,0.861783,0.861783,1,0,0
AB2_RuleBased,Average,555,18,mainline,poly_division,0.727192,0.862677,0.862677,1,0,0
AB2_RuleBased,Average,555,19,mainline,poly_combine,0.756346,0.872727,0.872727,1,0,0
AB2_RuleBased,Average,555,20,mainline,poly_expand,0.750182,0.872727,0.872727,0,0,0
AB2_RuleBased,Average,555,21,remediation,integer_order,0.758004,0.877199,0.877199,1,1,1
AB2_RuleBased,Average,555,22,remediation,integer_order,0.765546,0.87973,0.87973,1,1,1
AB2_RuleBased,Average,555,23,remediation,integer_order,0.77279,0.881164,0.881164,1,1,1
AB2_RuleBased,Average,555,24,mainline,poly_division,0.794762,0.881304,0.881304,1,0,0
AB2_RuleBased,Average,555,25,mainline,poly_combine,0.814476,0.890025,0.890025,1,0,0
AB2_RuleBased,Average,555,26,mainline,poly_expand,0.837134,0.890153,0.890153,1,0,0
AB2_RuleBased,Average,555,27,mainline,poly_division,0.852509,0.89027,0.89027,1,0,0
AB2_RuleBased,Average,556,1,mainline,poly_combine,0.371947,0.44,0.44,0,0,0
AB2_RuleBased,Average,556,2,remediation,integer_sign,0.376995,0.571313,0.571313,1,1,0
AB2_RuleBased,Average,556,3,remediation,integer_sign,0.383782,0.639923,0.639923,1,1,0
AB2_RuleBased,Average,556,4,remediation,integer_sign,0.391278,0.675772,0.675772,1,1,0
AB2_RuleBased,Average,556,5,mainline,poly_expand,0.386254,0.675772,0.675772,0,0,0
AB2_RuleBased,Average,556,6,remediation,integer_order,0.396497,0.811603,0.811603,1,1,0
AB2_RuleBased,Average,556,7,remediation,integer_order,0.410538,0.882697,0.882697,1,1,0
AB2_RuleBased,Average,556,8,remediation,integer_order,0.423198,0.866137,0.866137,0,1,0
AB2_RuleBased,Average,556,9,mainline,poly_division,0.485589,0.874344,0.874344,1,0,0
AB2_RuleBased,Average,556,10,mainline,poly_combine,0.543643,0.877716,0.877716,1,0,0
AB2_RuleBased,Average,556,11,mainline,poly_expand,0.60383,0.88508,0.88508,1,0,0
AB2_RuleBased,Average,556,12,mainline,poly_division,0.645748,0.891756,0.891756,1,0,0
AB2_RuleBased,Average,556,13,mainline,poly_combine,0.68486,0.894756,0.894756,1,0,0
AB2_RuleBased,Average,556,14,mainline,poly_expand,0.725522,0.900759,0.900759,1,0,0
AB2_RuleBased,Average,556,15,mainline,poly_division,0.75392,0.906213,0.906213,1,0,0
AB2_RuleBased,Average,556,16,mainline,poly_combine,0.780491,0.908888,0.908888,1,0,0
AB2_RuleBased,Average,556,17,mainline,poly_expand,0.767264,0.908888,0.908888,0,0,0
AB2_RuleBased,Average,556,18,remediation,integer_order,0.774035,0.935844,0.935844,1,1,0
AB2_RuleBased,Average,556,19,remediation,integer_order,0.780875,0.950874,0.950874,1,1,0
AB2_RuleBased,Average,556,20,remediation,integer_order,0.787251,0.94257,0.94257,0,1,0
AB2_RuleBased,Average,556,21,mainline,poly_division,0.804038,0.944685,0.944685,1,0,0
AB2_RuleBased,Average,556,22,mainline,poly_combine,0.797722,0.944685,0.944685,0,0,0
AB2_RuleBased,Average,556,23,remediation,integer_sign,0.800567,0.957607,0.957607,1,1,1
AB2_RuleBased,Average,556,24,remediation,integer_sign,0.803358,0.964996,0.964996,1,1,1
AB2_RuleBased,Average,556,25,remediation,integer_sign,0.806065,0.969222,0.969222,1,1,1
AB2_RuleBased,Average,556,26,mainline,poly_expand,0.832345,0.971077,0.971077,1,0,0
AB2_RuleBased,Average,556,27,mainline,poly_division,0.843755,0.972777,0.972777,1,0,0
AB2_RuleBased,Average,556,28,mainline,poly_combine,0.860285,0.973185,0.973185,1,0,0
AB2_RuleBased,Average,557,1,mainline,poly_combine,0.365467,0.44,0.44,0,0,0
AB2_RuleBased,Average,557,2,remediation,integer_sign,0.370675,0.571313,0.571313,1,1,0
AB2_RuleBased,Average,557,3,remediation,integer_sign,0.377676,0.639923,0.639923,1,1,0
AB2_RuleBased,Average,557,4,remediation,integer_sign,0.38541,0.675772,0.675772,1,1,0
AB2_RuleBased,Average,557,5,mainline,poly_expand,0.380386,0.675772,0.675772,0,0,0
AB2_RuleBased,Average,557,6,remediation,integer_order,0.390629,0.811603,0.811603,1,1,0
AB2_RuleBased,Average,557,7,remediation,integer_order,0.40467,0.882697,0.882697,1,1,0
AB2_RuleBased,Average,557,8,remediation,integer_order,0.420285,0.919908,0.919908,1,1,0
AB2_RuleBased,Average,557,9,mainline,poly_division,0.408071,0.919908,0.919908,0,0,0
AB2_RuleBased,Average,557,10,remediation,integer_order,0.42459,0.938918,0.938918,1,1,0
AB2_RuleBased,Average,557,11,remediation,integer_order,0.440959,0.949085,0.949085,1,1,0
AB2_RuleBased,Average,557,12,remediation,integer_order,0.456902,0.954522,0.954522,1,1,0
AB2_RuleBased,Average,557,13,mainline,poly_combine,0.444182,0.954522,0.954522,0,0,0
AB2_RuleBased,Average,557,14,remediation,integer_sign,0.452604,0.972323,0.972323,1,1,0
AB2_RuleBased,Average,557,15,remediation,integer_sign,0.460936,0.982046,0.982046,1,1,0
AB2_RuleBased,Average,557,16,remediation,integer_sign,0.469049,0.987357,0.987357,1,1,0
AB2_RuleBased,Average,557,17,mainline,poly_expand,0.463113,0.987357,0.987357,0,0,0
AB2_RuleBased,Average,557,18,remediation,integer_order,0.478757,0.990123,0.990123,1,1,0
AB2_RuleBased,Average,557,19,remediation,integer_order,0.493789,0.991664,0.991664,1,1,0
AB2_RuleBased,Average,557,20,remediation,integer_order,0.507791,0.98336,0.98336,0,1,0
AB2_RuleBased,Average,557,21,mainline,poly_division,0.554493,0.984156,0.984156,1,0,0
AB2_RuleBased,Average,557,22,mainline,poly_combine,0.606293,0.984647,0.984647,1,0,0
AB2_RuleBased,Average,557,23,mainline,poly_expand,0.650155,0.985366,0.985366,1,0,0
AB2_RuleBased,Average,557,24,mainline,poly_division,0.682578,0.986024,0.986024,1,0,0
AB2_RuleBased,Average,557,25,mainline,poly_combine,0.668338,0.986024,0.986024,0,0,0
AB2_RuleBased,Average,557,26,remediation,integer_sign,0.674089,0.965664,0.965664,0,1,0
AB2_RuleBased,Average,557,27,remediation,integer_sign,0.679809,0.976683,0.976683,1,1,0
AB2_RuleBased,Average,557,28,remediation,integer_sign,0.684929,0.956323,0.956323,0,1,0
AB2_RuleBased,Average,557,29,mainline,poly_expand,0.714891,0.9569,0.9569,1,0,0
AB2_RuleBased,Average,557,30,mainline,poly_division,0.737093,0.957431,0.957431,1,0,0
AB2_RuleBased,Average,557,31,mainline,poly_combine,0.77112,0.959937,0.959937,1,0,0
AB2_RuleBased,Average,557,32,mainline,poly_expand,0.756186,0.959937,0.959937,0,0,0
AB2_RuleBased,Average,557,33,remediation,integer_order,0.762594,0.950097,0.950097,0,1,0
AB2_RuleBased,Average,557,34,remediation,integer_order,0.768869,0.956887,0.956887,1,1,0
AB2_RuleBased,Average,557,35,remediation,integer_order,0.774687,0.947047,0.947047,0,1,0
AB2_RuleBased,Average,557,36,mainline,poly_division,0.788821,0.948445,0.948445,1,0,0
AB2_RuleBased,Average,557,37,mainline,poly_combine,0.773888,0.948445,0.948445,0,0,0
AB2_RuleBased,Average,557,38,remediation,integer_sign,0.778283,0.961816,0.961816,1,1,0
AB2_RuleBased,Average,557,39,remediation,integer_sign,0.782606,0.969785,0.969785,1,1,0
AB2_RuleBased,Average,557,40,remediation,integer_sign,0.786614,0.959945,0.959945,0,1,0
AB2_RuleBased,Average,557,41,mainline,poly_expand,0.809072,0.961244,0.961244,1,0,0
AB2_RuleBased,Average,557,42,mainline,poly_division,0.819357,0.962452,0.962452,1,0,0
AB2_RuleBased,Average,557,43,mainline,poly_combine,0.844719,0.963973,0.963973,1,0,0
AB2_RuleBased,Average,557,44,mainline,poly_expand,0.837759,0.963973,0.963973,0,0,0
AB2_RuleBased,Average,557,45,remediation,integer_order,0.841812,0.970417,0.970417,1,1,1
AB2_RuleBased,Average,557,46,remediation,integer_order,0.845739,0.974258,0.974258,1,1,1
AB2_RuleBased,Average,557,47,remediation,integer_order,0.849243,0.952858,0.952858,0,1,1
AB2_RuleBased,Average,557,48,mainline,poly_division,0.842283,0.952858,0.952858,0,0,0
AB2_RuleBased,Average,557,49,remediation,integer_order,0.846061,0.963793,0.963793,1,1,1
AB2_RuleBased,Average,557,50,remediation,integer_order,0.849757,0.97031,0.97031,1,1,1
AB2_RuleBased,Average,558,1,mainline,poly_combine,0.442887,0.46552,0.46552,1,0,0
AB2_RuleBased,Average,558,2,mainline,poly_expand,0.438091,0.46552,0.46552,0,0,0
AB2_RuleBased,Average,558,3,remediation,integer_order,0.448343,0.601607,0.601607,1,1,0
AB2_RuleBased,Average,558,4,remediation,integer_order,0.462392,0.672713,0.672713,1,1,0
AB2_RuleBased,Average,558,5,remediation,integer_order,0.478008,0.709866,0.709866,1,1,0
AB2_RuleBased,Average,558,6,mainline,poly_division,0.541098,0.713484,0.713484,1,0,0
AB2_RuleBased,Average,558,7,mainline,poly_combine,0.583791,0.735498,0.735498,1,0,0
AB2_RuleBased,Average,558,8,mainline,poly_expand,0.571705,0.735498,0.735498,0,0,0
AB2_RuleBased,Average,558,9,remediation,integer_order,0.584125,0.718368,0.718368,0,1,0
AB2_RuleBased,Average,558,10,remediation,integer_order,0.595332,0.701238,0.701238,0,1,0
AB2_RuleBased,Average,558,11,remediation,integer_order,0.607575,0.734608,0.734608,1,1,0
AB2_RuleBased,Average,558,12,mainline,poly_division,0.644422,0.737811,0.737811,1,0,0
AB2_RuleBased,Average,558,13,mainline,poly_combine,0.6724,0.756845,0.756845,1,0,0
AB2_RuleBased,Average,558,14,mainline,poly_expand,0.727986,0.759724,0.759724,1,0,0
AB2_RuleBased,Average,558,15,mainline,poly_division,0.722202,0.759724,0.759724,0,0,0
AB2_RuleBased,Average,558,16,remediation,integer_order,0.731178,0.773994,0.773994,1,1,1
AB2_RuleBased,Average,558,17,remediation,integer_order,0.74,0.781869,0.781869,1,1,1
AB2_RuleBased,Average,558,18,remediation,integer_order,0.748226,0.773793,0.773793,0,1,1
AB2_RuleBased,Average,558,19,mainline,poly_combine,0.766855,0.790284,0.790284,1,0,0
AB2_RuleBased,Average,558,20,mainline,poly_expand,0.799465,0.791677,0.791677,1,0,0
AB2_RuleBased,Average,558,21,mainline,poly_division,0.822016,0.792948,0.792948,1,0,0
AB2_RuleBased,Average,558,22,mainline,poly_combine,0.83488,0.807697,0.807697,1,0,0
AB2_RuleBased,Average,558,23,mainline,poly_expand,0.857459,0.808847,0.808847,1,0,0
AB2_RuleBased,Average,559,1,mainline,poly_combine,0.365467,0.44,0.44,0,0,0
AB2_RuleBased,Average,559,2,remediation,integer_sign,0.370675,0.571313,0.571313,1,1,0
AB2_RuleBased,Average,559,3,remediation,integer_sign,0.377676,0.639923,0.639923,1,1,0
AB2_RuleBased,Average,559,4,remediation,integer_sign,0.384253,0.633023,0.633023,0,1,0
AB2_RuleBased,Average,559,5,mainline,poly_expand,0.379229,0.633023,0.633023,0,0,0
AB2_RuleBased,Average,559,6,remediation,integer_order,0.380595,0.616463,0.616463,0,1,0
AB2_RuleBased,Average,559,7,remediation,integer_order,0.390302,0.760187,0.760187,1,1,0
AB2_RuleBased,Average,559,8,remediation,integer_order,0.404058,0.835412,0.835412,1,1,0
AB2_RuleBased,Average,559,9,mainline,poly_division,0.39873,0.835412,0.835412,0,0,0
AB2_RuleBased,Average,559,10,remediation,integer_order,0.411244,0.818092,0.818092,0,1,0
AB2_RuleBased,Average,559,11,remediation,integer_order,0.422443,0.800772,0.800772,0,1,0
AB2_RuleBased,Average,559,12,remediation,integer_order,0.436181,0.855317,0.855317,1,1,0
AB2_RuleBased,Average,559,13,mainline,poly_combine,0.495283,0.862177,0.862177,1,0,0
AB2_RuleBased,Average,559,14,mainline,poly_expand,0.489575,0.862177,0.862177,0,0,0
AB2_RuleBased,Average,559,15,remediation,integer_order,0.504478,0.890454,0.890454,1,1,0
AB2_RuleBased,Average,559,16,remediation,integer_order,0.519556,0.90598,0.90598,1,1,0
AB2_RuleBased,Average,559,17,remediation,integer_order,0.53441,0.914504,0.914504,1,1,0
AB2_RuleBased,Average,559,18,mainline,poly_division,0.528398,0.914504,0.914504,0,0,0
AB2_RuleBased,Average,559,19,remediation,integer_order,0.541997,0.895474,0.895474,0,1,0
AB2_RuleBased,Average,559,20,remediation,integer_order,0.55562,0.908401,0.908401,1,1,0
AB2_RuleBased,Average,559,21,remediation,integer_order,0.568979,0.915646,0.915646,1,1,0
AB2_RuleBased,Average,559,22,mainline,poly_combine,0.607533,0.921418,0.921418,1,0,0
AB2_RuleBased,Average,559,23,mainline,poly_expand,0.601141,0.921418,0.921418,0,0,0
AB2_RuleBased,Average,559,24,remediation,integer_order,0.614363,0.925346,0.925346,1,1,0
AB2_RuleBased,Average,559,25,remediation,integer_order,0.627099,0.927604,0.927604,1,1,0
AB2_RuleBased,Average,559,26,remediation,integer_order,0.638938,0.918616,0.918616,0,1,0
AB2_RuleBased,Average,559,27,mainline,poly_division,0.676305,0.919495,0.919495,1,0,0
AB2_RuleBased,Average,559,28,mainline,poly_combine,0.661685,0.919495,0.919495,0,0,0
AB2_RuleBased,Average,559,29,remediation,integer_sign,0.665176,0.898565,0.898565,0,1,0
AB2_RuleBased,Average,559,30,remediation,integer_sign,0.668419,0.889007,0.889007,0,1,0
AB2_RuleBased,Average,559,31,remediation,integer_sign,0.672135,0.930044,0.930044,1,1,0
AB2_RuleBased,Average,559,32,mainline,poly_expand,0.70821,0.930829,0.930829,1,0,0
AB2_RuleBased,Average,559,33,mainline,poly_division,0.693277,0.930829,0.930829,0,0,0
AB2_RuleBased,Average,559,34,remediation,integer_order,0.702287,0.935021,0.935021,1,1,0
AB2_RuleBased,Average,559,35,remediation,integer_order,0.710327,0.913621,0.913621,0,1,0
AB2_RuleBased,Average,559,36,remediation,integer_order,0.718332,0.924764,0.924764,1,1,0
AB2_RuleBased,Average,559,37,mainline,poly_combine,0.74527,0.928903,0.928903,1,0,0
AB2_RuleBased,Average,559,38,mainline,poly_expand,0.768356,0.930061,0.930061,1,0,0
AB2_RuleBased,Average,559,39,mainline,poly_division,0.79503,0.931136,0.931136,1,0,0
AB2_RuleBased,Average,559,40,mainline,poly_combine,0.78807,0.931136,0.931136,0,0,0
AB2_RuleBased,Average,559,41,remediation,integer_sign,0.79121,0.953218,0.953218,1,1,1
AB2_RuleBased,Average,559,42,remediation,integer_sign,0.79436,0.966379,0.966379,1,1,1
AB2_RuleBased,Average,559,43,remediation,integer_sign,0.797458,0.974222,0.974222,1,1,1
AB2_RuleBased,Average,559,44,mainline,poly_expand,0.814258,0.975222,0.975222,1,0,0
AB2_RuleBased,Average,559,45,mainline,poly_division,0.799324,0.975222,0.975222,0,0,0
AB2_RuleBased,Average,559,46,remediation,integer_order,0.804979,0.980558,0.980558,1,1,0
AB2_RuleBased,Average,559,47,remediation,integer_order,0.810445,0.983738,0.983738,1,1,0
AB2_RuleBased,Average,559,48,remediation,integer_order,0.815703,0.985633,0.985633,1,1,0
AB2_RuleBased,Average,559,49,mainline,poly_combine,0.834644,0.986447,0.986447,1,0,0
AB2_RuleBased,Average,559,50,mainline,poly_expand,0.845343,0.986644,0.986644,1,0,0
AB2_RuleBased,Average,560,1,mainline,poly_combine,0.442887,0.46552,0.46552,1,0,0
AB2_RuleBased,Average,560,2,mainline,poly_expand,0.510902,0.491751,0.491751,1,0,0
AB2_RuleBased,Average,560,3,mainline,poly_division,0.499448,0.491751,0.491751,0,0,0
AB2_RuleBased,Average,560,4,remediation,integer_order,0.508915,0.615313,0.615313,1,1,0
AB2_RuleBased,Average,560,5,remediation,integer_order,0.521275,0.679875,0.679875,1,1,0
AB2_RuleBased,Average,560,6,remediation,integer_order,0.53479,0.713608,0.713608,1,1,0
AB2_RuleBased,Average,560,7,mainline,poly_combine,0.52283,0.713608,0.713608,0,0,0
AB2_RuleBased,Average,560,8,remediation,integer_sign,0.523991,0.696668,0.696668,0,1,0
AB2_RuleBased,Average,560,9,remediation,integer_sign,0.525002,0.689504,0.689504,0,1,0
AB2_RuleBased,Average,560,10,remediation,integer_sign,0.528522,0.818334,0.818334,1,1,0
AB2_RuleBased,Average,560,11,mainline,poly_expand,0.523042,0.818334,0.818334,0,0,0
AB2_RuleBased,Average,560,12,remediation,integer_order,0.537019,0.835296,0.835296,1,1,0
AB2_RuleBased,Average,560,13,remediation,integer_order,0.550819,0.844463,0.844463,1,1,0
AB2_RuleBased,Average,560,14,remediation,integer_order,0.564238,0.849418,0.849418,1,1,0
AB2_RuleBased,Average,560,15,mainline,poly_division,0.619091,0.849897,0.849897,1,0,0
AB2_RuleBased,Average,560,16,mainline,poly_combine,0.66127,0.86168,0.86168,1,0,0
AB2_RuleBased,Average,560,17,mainline,poly_expand,0.69561,0.862111,0.862111,1,0,0
AB2_RuleBased,Average,560,18,mainline,poly_division,0.733079,0.862504,0.862504,1,0,0
AB2_RuleBased,Average,560,19,mainline,poly_combine,0.761969,0.873025,0.873025,1,0,0
AB2_RuleBased,Average,560,20,mainline,poly_expand,0.785554,0.873379,0.873379,1,0,0
AB2_RuleBased,Average,560,21,mainline,poly_division,0.811358,0.873703,0.873703,1,0,0
AB2_RuleBased,Average,560,22,mainline,poly_combine,0.805042,0.873703,0.873703,0,0,0
AB2_RuleBased,Average,560,23,remediation,integer_sign,0.807653,0.92613,0.92613,1,1,1
AB2_RuleBased,Average,560,24,remediation,integer_sign,0.810469,0.95611,0.95611,1,1,1
AB2_RuleBased,Average,560,25,remediation,integer_sign,0.813093,0.947236,0.947236,0,1,1
AB2_RuleBased,Average,560,26,mainline,poly_expand,0.806473,0.947236,0.947236,0,0,0
AB2_RuleBased,Average,560,27,remediation,integer_order,0.812016,0.94884,0.94884,1,1,1
AB2_RuleBased,Average,560,28,remediation,integer_order,0.817331,0.949775,0.949775,1,1,1
AB2_RuleBased,Average,560,29,remediation,integer_order,0.822421,0.95032,0.95032,1,1,1
AB2_RuleBased,Average,560,30,mainline,poly_division,0.837415,0.950374,0.950374,1,0,0
AB2_RuleBased,Average,560,31,mainline,poly_combine,0.855726,0.953818,0.953818,1,0,0
AB2_RuleBased,Average,561,1,mainline,poly_combine,0.365467,0.44,0.44,0,0,0
AB2_RuleBased,Average,561,2,remediation,integer_sign,0.370675,0.571313,0.571313,1,1,0
AB2_RuleBased,Average,561,3,remediation,integer_sign,0.377676,0.639923,0.639923,1,1,0
AB2_RuleBased,Average,561,4,remediation,integer_sign,0.38541,0.675772,0.675772,1,1,0
AB2_RuleBased,Average,561,5,mainline,poly_expand,0.452188,0.701354,0.701354,1,0,0
AB2_RuleBased,Average,561,6,mainline,poly_division,0.521765,0.724442,0.724442,1,0,0
AB2_RuleBased,Average,561,7,mainline,poly_combine,0.509805,0.724442,0.724442,0,0,0
AB2_RuleBased,Average,561,8,remediation,integer_sign,0.518214,0.742915,0.742915,1,1,0
AB2_RuleBased,Average,561,9,remediation,integer_sign,0.526533,0.752688,0.752688,1,1,0
AB2_RuleBased,Average,561,10,remediation,integer_sign,0.534629,0.757859,0.757859,1,1,0
AB2_RuleBased,Average,561,11,mainline,poly_expand,0.522162,0.757859,0.757859,0,0,0
AB2_RuleBased,Average,561,12,remediation,integer_order,0.530195,0.866453,0.866453,1,1,0
AB2_RuleBased,Average,561,13,remediation,integer_order,0.537711,0.858833,0.858833,0,1,0
AB2_RuleBased,Average,561,14,remediation,integer_order,0.544739,0.851213,0.851213,0,1,0
AB2_RuleBased,Average,561,15,mainline,poly_division,0.58597,0.86296,0.86296,1,0,0
AB2_RuleBased,Average,561,16,mainline,poly_combine,0.57287,0.86296,0.86296,0,0,0
AB2_RuleBased,Average,561,17,remediation,integer_sign,0.58125,0.865547,0.865547,1,1,0
AB2_RuleBased,Average,561,18,remediation,integer_sign,0.589299,0.866982,0.866982,1,1,0
AB2_RuleBased,Average,561,19,remediation,integer_sign,0.597014,0.867779,0.867779,1,1,0
AB2_RuleBased,Average,561,20,mainline,poly_expand,0.638315,0.878062,0.878062,1,0,0
AB2_RuleBased,Average,561,21,mainline,poly_division,0.665912,0.887447,0.887447,1,0,0
AB2_RuleBased,Average,561,22,mainline,poly_combine,0.71431,0.887523,0.887523,1,0,0
AB2_RuleBased,Average,561,23,mainline,poly_expand,0.742907,0.896011,0.896011,1,0,0
AB2_RuleBased,Average,561,24,mainline,poly_division,0.762065,0.903774,0.903774,1,0,0
AB2_RuleBased,Average,561,25,mainline,poly_combine,0.795755,0.903843,0.903843,1,0,0
AB2_RuleBased,Average,561,26,mainline,poly_expand,0.815713,0.910877,0.910877,1,0,0
AB2_RuleBased,Average,561,27,mainline,poly_division,0.82912,0.917324,0.917324,1,0,0
AB2_RuleBased,Average,561,28,mainline,poly_combine,0.8145,0.917324,0.917324,0,0,0
AB2_RuleBased,Average,561,29,remediation,integer_sign,0.818908,0.917673,0.917673,1,1,0
AB2_RuleBased,Average,561,30,remediation,integer_sign,0.823124,0.917878,0.917878,1,1,0
AB2_RuleBased,Average,561,31,remediation,integer_sign,0.827156,0.917999,0.917999,1,1,0
AB2_RuleBased,Average,561,32,mainline,poly_expand,0.812222,0.917999,0.917999,0,0,0
AB2_RuleBased,Average,561,33,remediation,integer_order,0.816,0.951057,0.951057,1,1,0
AB2_RuleBased,Average,561,34,remediation,integer_order,0.819895,0.97076,0.97076,1,1,0
AB2_RuleBased,Average,561,35,remediation,integer_order,0.823781,0.982503,0.982503,1,1,0
AB2_RuleBased,Average,561,36,mainline,poly_division,0.808848,0.982503,0.982503,0,0,0
AB2_RuleBased,Average,561,37,remediation,integer_order,0.813295,0.989502,0.989502,1,1,0
AB2_RuleBased,Average,561,38,remediation,integer_order,0.817609,0.993673,0.993673,1,1,0
AB2_RuleBased,Average,561,39,remediation,integer_order,0.821459,0.972273,0.972273,0,1,0
AB2_RuleBased,Average,561,40,mainline,poly_combine,0.84521,0.972285,0.972285,1,0,0
AB2_RuleBased,Average,561,41,mainline,poly_expand,0.859174,0.974225,0.974225,1,0,0
AB2_RuleBased,Average,562,1,mainline,poly_combine,0.442887,0.46552,0.46552,1,0,0
AB2_RuleBased,Average,562,2,mainline,poly_expand,0.510902,0.491751,0.491751,1,0,0
AB2_RuleBased,Average,562,3,mainline,poly_division,0.50603,0.491751,0.491751,0,0,0
AB2_RuleBased,Average,562,4,remediation,integer_order,0.508466,0.475251,0.475251,0,1,0
AB2_RuleBased,Average,562,5,remediation,integer_order,0.517281,0.606692,0.606692,1,1,0
AB2_RuleBased,Average,562,6,remediation,integer_order,0.525551,0.599792,0.599792,0,1,0
AB2_RuleBased,Average,562,7,mainline,poly_combine,0.568244,0.621806,0.621806,1,0,0
AB2_RuleBased,Average,562,8,mainline,poly_expand,0.556157,0.621806,0.621806,0,0,0
AB2_RuleBased,Average,562,9,remediation,integer_order,0.567903,0.692354,0.692354,1,1,0
AB2_RuleBased,Average,562,10,remediation,integer_order,0.578919,0.685076,0.685076,0,1,0
AB2_RuleBased,Average,562,11,remediation,integer_order,0.591417,0.726011,0.726011,1,1,0
AB2_RuleBased,Average,562,12,mainline,poly_division,0.64972,0.729939,0.729939,1,0,0
AB2_RuleBased,Average,562,13,mainline,poly_combine,0.677698,0.748974,0.748974,1,0,0
AB2_RuleBased,Average,562,14,mainline,poly_expand,0.717036,0.752506,0.752506,1,0,0
AB2_RuleBased,Average,562,15,mainline,poly_division,0.756535,0.755715,0.755715,1,0,0
AB2_RuleBased,Average,562,16,mainline,poly_combine,0.775542,0.772681,0.772681,1,0,0
AB2_RuleBased,Average,562,17,mainline,poly_expand,0.802339,0.775573,0.775573,1,0,0
AB2_RuleBased,Average,562,18,mainline,poly_division,0.82932,0.778206,0.778206,1,0,0
AB2_RuleBased,Average,562,19,mainline,poly_combine,0.842338,0.793354,0.793354,1,0,0
AB2_RuleBased,Average,562,20,mainline,poly_expand,0.860743,0.795731,0.795731,1,0,0
AB2_RuleBased,Average,563,1,mainline,poly_combine,0.371947,0.44,0.44,0,0,0
AB2_RuleBased,Average,563,2,remediation,integer_sign,0.372879,0.4235,0.4235,0,1,0
AB2_RuleBased,Average,563,3,remediation,integer_sign,0.373617,0.4166,0.4166,0,1,0
AB2_RuleBased,Average,563,4,remediation,integer_sign,0.373896,0.4001,0.4001,0,1,0
AB2_RuleBased,Average,563,5,mainline,poly_expand,0.440674,0.425682,0.425682,1,0,0
AB2_RuleBased,Average,563,6,mainline,poly_division,0.42884,0.425682,0.425682,0,0,0
AB2_RuleBased,Average,563,7,remediation,integer_order,0.438283,0.548581,0.548581,1,1,0
AB2_RuleBased,Average,563,8,remediation,integer_order,0.44714,0.541531,0.541531,0,1,0
AB2_RuleBased,Average,563,9,remediation,integer_order,0.455443,0.534481,0.534481,0,1,0
AB2_RuleBased,Average,563,10,mainline,poly_combine,0.450039,0.534481,0.534481,0,0,0
AB2_RuleBased,Average,563,11,remediation,integer_sign,0.450039,0.516971,0.516971,0,1,0
AB2_RuleBased,Average,563,12,remediation,integer_sign,0.450039,0.509465,0.509465,0,1,0
AB2_RuleBased,Average,563,13,remediation,integer_sign,0.450039,0.501959,0.501959,0,1,0
AB2_RuleBased,Average,563,14,mainline,poly_expand,0.489645,0.514448,0.514448,1,0,0
AB2_RuleBased,Average,563,15,mainline,poly_division,0.476672,0.514448,0.514448,0,0,0
AB2_RuleBased,Average,563,16,remediation,integer_order,0.487334,0.576344,0.576344,1,1,0
AB2_RuleBased,Average,563,17,remediation,integer_order,0.49905,0.610505,0.610505,1,1,0
AB2_RuleBased,Average,563,18,remediation,integer_order,0.511066,0.629358,0.629358,1,1,0
AB2_RuleBased,Average,563,19,mainline,poly_combine,0.497586,0.629358,0.629358,0,0,0
AB2_RuleBased,Average,563,20,remediation,integer_sign,0.497586,0.620826,0.620826,0,1,0
AB2_RuleBased,Average,563,21,remediation,integer_sign,0.497586,0.612294,0.612294,0,1,0
AB2_RuleBased,Average,563,22,remediation,integer_sign,0.497586,0.593074,0.593074,0,1,0
AB2_RuleBased,Average,563,23,mainline,poly_expand,0.491194,0.593074,0.593074,0,0,0
AB2_RuleBased,Average,563,24,remediation,integer_order,0.502199,0.573094,0.573094,0,1,0
AB2_RuleBased,Average,563,25,remediation,integer_order,0.513473,0.591467,0.591467,1,1,0
AB2_RuleBased,Average,563,26,remediation,integer_order,0.524666,0.602026,0.602026,1,1,0
AB2_RuleBased,Average,563,27,mainline,poly_division,0.51797,0.602026,0.602026,0,0,0
AB2_RuleBased,Average,563,28,remediation,integer_order,0.529182,0.607931,0.607931,1,1,0
AB2_RuleBased,Average,563,29,remediation,integer_order,0.540029,0.611393,0.611393,1,1,0
AB2_RuleBased,Average,563,30,remediation,integer_order,0.55047,0.613421,0.613421,1,1,0
AB2_RuleBased,Average,563,31,mainline,poly_combine,0.535536,0.613421,0.613421,0,0,0
AB2_RuleBased,Average,563,32,remediation,integer_sign,0.538635,0.768439,0.768439,1,1,0
AB2_RuleBased,Average,563,33,remediation,integer_sign,0.544628,0.860829,0.860829,1,1,0
